Time,CountryName,CountryCode,Literacy,Internetuse,SecureServers,GDPCapita
2000,"Yemen, Rep.",YEM,..,0.082500387,..,540.0047374
2000,Zambia,ZMB,..,0.191071643,..,341.9055625
2000,Zimbabwe,ZWE,..,0.401433535,..,547.3588785
2000,Arab World,ARB,64.12604,1.173986744,..,2590.222438
2000,Caribbean small states,CSS,88.32033,4.922554855,..,5233.299902
2000,Central Europe and the Baltics,CEB,..,7.054169293,..,3946.582681
2000,Early-demographic dividend,EAR,68.26212,1.232920089,..,1329.124347
2000,East Asia & Pacific,EAS,91.46029,5.621943434,..,4045.075346
2000,East Asia & Pacific (excluding high income),EAP,90.57497,1.894062318,..,955.5182521
2000,East Asia & Pacific (IDA & IBRD countries),TEA,90.45229,1.918646499,..,965.7621815
2000,Euro area,EMU,98.2806,22.44749594,..,20170.31123
2000,Europe & Central Asia,ECS,97.88235,13.15840019,..,11618.61445
2000,Europe & Central Asia (excluding high income),ECA,96.91603,1.968559201,..,1777.956143
2000,Europe & Central Asia (IDA & IBRD countries),TEC,97.14596,2.498172214,..,2048.475211
2000,European Union,EUU,98.53034,20.51268167,..,18243.44199
